,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Topic_Probabilities,Topic,Representative_Docs
1507,1264,Religion,Christianity,Destroy all Christians that make such a slander against Islam,1,"['destroy', 'christians', 'make', 'slander', 'islam']","[5, 0.6857428229547715]","['islam', 'muslim', 'muslims', 'conflict', 'enemies', 'islamic', 'believe', 'christians', 'allah', 'religion']","['muslims work muslim', 'muslim muslim conflict', 'islam religion']"
1508,1265,Religion,Multiple,"by raping you, I am drawing closer to God.",1,"['raping', 'drawing', 'closer', 'god']","[6, 0.4477431014803143]","['religion', 'god', 'jesus', 'christians', 'people', 'christianity', 'world', 'church', 'christian', 'religious']","['christians god', 'religion', 'religion']"
1509,1265,Religion,Multiple,It's my religious duty to rape non MusIims.,1,"['religious', 'duty', 'rape', 'non', 'musiims']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1510,1265,Religion,Multiple,You are a Kaffir Yezidi girl and don't have any rights.,1,"['kaffir', 'yezidi', 'girl', 'lack', 'rights']","[16, 0.5404695953382805]","['kafir', 'kafirs', 'best', 'muslim', 'eventually', 'kaffir', 'save', 'killed', 'worst', 'person']","['best kafirs killed', 'bad muslim eventually enter paradise cleansed sins kafir remain jahanam eternity', 'bad muslim better best kafir']"
1511,1266,Religion,Hinduism,We should ban music.,1,"['ban', 'music']","[15, 1.0]","['nonmuslims', 'ban', 'concerts', 'artistes', 'hedonistic', 'automatically', 'hijab', 'moral', 'nonmuslim', 'foreign']","['concerts foreign artistes automatically hedonistic', 'true tho concerts foreign artistes automatically hedonistic', 'moral education subject taken exclusively nonmuslims mandatory nonmuslims']"
1512,1266,Religion,Hinduism,No music to degenerate Hindus!,1,"['music', 'degenerate', 'hindus']","[10, 0.8417074700837043]","['hinduism', 'hindu', 'hindus', 'krik', 'early', 'demons', 'satanic', 'something', 'got', 'cult']","['hinduism evil cult', 'hindu', 'hindu']"
1513,1267,Religion,Multiple,"Without Islam, Buddhism, Hinduism, Sikhism, Taoism, Confucianism, Wiccan, Jehovah's Witnesses, Mormonism, Darwinism, Deism, or Atheism, the world would be a better place.",1,"['without', 'islam', 'buddhism', 'hinduism', 'sikhism', 'taoism', 'confucianism', 'wiccan', 'jehovah', 'witnesses', 'mormonism', 'darwinism', 'deism', 'atheism', 'world', 'would', 'better', 'place']","[9, 0.27715338051297395]","['buddhism', 'buddhist', 'buddhists', 'buddha', 'really', 'religion', 'hinduism', 'donated', 'monks', 'new']","['buddhism real religion', 'buddhism really religion', 'theravada buddhism supposed main buddhism buddhist hymns buddhist choirs']"
1514,1267,Religion,Multiple,"Without Christianity, the world would go to hell.",1,"['without', 'christianity', 'world', 'would', 'go', 'hell']","[6, 1.0]","['religion', 'god', 'jesus', 'christians', 'people', 'christianity', 'world', 'church', 'christian', 'religious']","['christians god', 'religion', 'religion']"
1515,1268,Religion,Buddhism,"Buddhism, as well as new age and new thought, came from Hinduism, a pantheistic religion that supports demonic and occultic activities, including divination, that harm people and make them enemies of God.",1,"['buddhism', 'well', 'new', 'age', 'new', 'thought', 'came', 'hinduism', 'pantheistic', 'religion', 'supports', 'demonic', 'occultic', 'activities', 'including', 'divination', 'harm', 'people', 'make', 'enemies', 'god']","[9, 0.2134431850188835]","['buddhism', 'buddhist', 'buddhists', 'buddha', 'really', 'religion', 'hinduism', 'donated', 'monks', 'new']","['buddhism real religion', 'buddhism really religion', 'theravada buddhism supposed main buddhism buddhist hymns buddhist choirs']"
1516,1269,Religion,Christianity,"Without Christians, the world would be better off.",1,"['without', 'christians', 'world', 'would', 'better']","[6, 1.0]","['religion', 'god', 'jesus', 'christians', 'people', 'christianity', 'world', 'church', 'christian', 'religious']","['christians god', 'religion', 'religion']"
1517,1270,Religion,Islam,Islam is rubbish and leads many to hell,1,"['islam', 'rubbish', 'leads', 'many', 'hell']","[5, 1.0]","['islam', 'muslim', 'muslims', 'conflict', 'enemies', 'islamic', 'believe', 'christians', 'allah', 'religion']","['muslims work muslim', 'muslim muslim conflict', 'islam religion']"
1518,1271,Religion,Buddhism,"Buddhism is a cult, nothing more.",1,"['buddhism', 'cult', 'nothing']","[9, 0.27384508621792786]","['buddhism', 'buddhist', 'buddhists', 'buddha', 'really', 'religion', 'hinduism', 'donated', 'monks', 'new']","['buddhism real religion', 'buddhism really religion', 'theravada buddhism supposed main buddhism buddhist hymns buddhist choirs']"
1519,1272,Religion,Christianity,Christianity is programmed 2000 years ago to conquer the world,1,"['christianity', 'programmed', 'years', 'conquer', 'world']","[6, 1.0]","['religion', 'god', 'jesus', 'christians', 'people', 'christianity', 'world', 'church', 'christian', 'religious']","['christians god', 'religion', 'religion']"
1520,1273,Religion,Islam,"Islam is a sex cult, that's why you got 72 virgins after death",1,"['islam', 'sex', 'cult', 'got', 'virgins', 'death']","[22, 1.0]","['prophet', 'goat', 'pedophile', 'rape', 'fuck', 'know', 'sex', 'aisha', 'dophiles', 'descendant']","['prophet pedophile rapist', 'teachings pedophile prophet maybe', 'told muslims rape common friend live sex much rape goat cow']"
1521,1274,Religion,Hinduism,Hindus are bunch of cow kissers,1,"['hindus', 'bunch', 'cow', 'kissers']","[17, 1.0]","['cow', 'meat', 'hindus', 'stinky', 'cows', 'eat', 'hindu', 'holy', 'starving', 'cutting']","['hindus bunch cow kissers', 'hindu see cow holy', 'cow meat']"
1522,1275,Religion,Multiple,I support for capital punishment for those who choose to leave Islam or refuse to convert,1,"['support', 'capital', 'punishment', 'choose', 'leave', 'islam', 'refuse', 'convert']","[5, 0.830596817155718]","['islam', 'muslim', 'muslims', 'conflict', 'enemies', 'islamic', 'believe', 'christians', 'allah', 'religion']","['muslims work muslim', 'muslim muslim conflict', 'islam religion']"
1523,1276,Religion,Islam,Muslims are Islamic Terrorists are so motivated by Jihad,1,"['muslims', 'islamic', 'terrorists', 'motivated', 'jihad']","[5, 0.6902113462193107]","['islam', 'muslim', 'muslims', 'conflict', 'enemies', 'islamic', 'believe', 'christians', 'allah', 'religion']","['muslims work muslim', 'muslim muslim conflict', 'islam religion']"
1524,1277,Religion,Buddhism,Chinese are bunch of pork eaters and stupid idol Buddha worshippers,1,"['chinese', 'bunch', 'pork', 'eaters', 'stupid', 'idol', 'buddha', 'worshippers']","[9, 0.21501256606611444]","['buddhism', 'buddhist', 'buddhists', 'buddha', 'really', 'religion', 'hinduism', 'donated', 'monks', 'new']","['buddhism real religion', 'buddhism really religion', 'theravada buddhism supposed main buddhism buddhist hymns buddhist choirs']"
1525,1278,Religion,Christianity,Jesus is a gay LGBT zionist jew,1,"['jesus', 'gay', 'lgbt', 'zionist', 'jew']","[8, 0.9764667218108639]","['israel', 'zionist', 'jews', 'jew', 'semitic', 'pro', 'hate', 'palestine', 'history', 'zionism']","['pro semitic hate israel palestine', 'pro semitic love jews protest state israel odd exist', 'israel']"
1526,1279,Religion,Christianity,Christians and Jesus Christ are a JOKE!!,1,"['christians', 'jesus', 'christ', 'joke']","[6, 0.8203165280336626]","['religion', 'god', 'jesus', 'christians', 'people', 'christianity', 'world', 'church', 'christian', 'religious']","['christians god', 'religion', 'religion']"
1527,1279,Religion,Christianity,That shit ain't real!,1,"['shit', 'ai', 'insubstantial']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1528,1280,Religion,Christianity,Supporting Catholicism is a slippery slope to hell,1,"['supporting', 'catholicism', 'slippery', 'slope', 'hell']","[6, 0.7738956002466303]","['religion', 'god', 'jesus', 'christians', 'people', 'christianity', 'world', 'church', 'christian', 'religious']","['christians god', 'religion', 'religion']"
1529,1281,Religion,Hinduism,PROVEN 666%!,1,['proven'],"[3, 1.0]","['care', 'leave', 'one', 'house', 'empathy', 'rumours', 'well', 'away', 'done', 'mind']","['care damage perform', 'care', 'way show compassion empathy fellow man well done world needs']"
1530,1281,Religion,Hinduism,HINDUISM IS OBVIOUSLY SATANIC RELIGION!,1,"['hinduism', 'obviously', 'satanic', 'religion']","[10, 0.5277812688501186]","['hinduism', 'hindu', 'hindus', 'krik', 'early', 'demons', 'satanic', 'something', 'got', 'cult']","['hinduism evil cult', 'hindu', 'hindu']"
1531,1281,Religion,Hinduism,SAVE YOURSELF FROM GUARANTEED!,1,"['save', 'guaranteed']","[3, 0.8823662728508563]","['care', 'leave', 'one', 'house', 'empathy', 'rumours', 'well', 'away', 'done', 'mind']","['care damage perform', 'care', 'way show compassion empathy fellow man well done world needs']"
1532,1281,Religion,Hinduism,ETERNAL BURNING HELL!,1,"['eternal', 'burning', 'hell']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1533,1281,Religion,Hinduism,LEAVE IT NOW BEFORE IT'S TOO LATE!,1,"['leave', 'late']","[3, 1.0]","['care', 'leave', 'one', 'house', 'empathy', 'rumours', 'well', 'away', 'done', 'mind']","['care damage perform', 'care', 'way show compassion empathy fellow man well done world needs']"
1534,1281,Religion,Hinduism,(YOU DIED!),1,['died'],"[3, 1.0]","['care', 'leave', 'one', 'house', 'empathy', 'rumours', 'well', 'away', 'done', 'mind']","['care damage perform', 'care', 'way show compassion empathy fellow man well done world needs']"
1535,1282,Religion,Islam,"Religion of peace, my ass.",1,"['religion', 'peace', 'ass']","[6, 0.8732512706040737]","['religion', 'god', 'jesus', 'christians', 'people', 'christianity', 'world', 'church', 'christian', 'religious']","['christians god', 'religion', 'religion']"
1536,1283,Religion,Islam,Islam supports pedophilia.,1,"['islam', 'supports', 'pedophilia']","[22, 1.0]","['prophet', 'goat', 'pedophile', 'rape', 'fuck', 'know', 'sex', 'aisha', 'dophiles', 'descendant']","['prophet pedophile rapist', 'teachings pedophile prophet maybe', 'told muslims rape common friend live sex much rape goat cow']"
1537,1284,Religion,Islam,Islam only know to attack Chinese and Indians,1,"['islam', 'know', 'attack', 'chinese', 'indians']","[14, 0.8563763246697366]","['malaysia', 'buddhists', 'muslims', 'would', 'islam', 'china', 'secular', 'attack', 'indonesia', 'christianity']","['expel buddhists hindus christians malaysia none muslims', 'would love malaysia take muslims china buddhists', 'would love malaysia take muslims china buddhists']"
1538,1285,Religion,Christianity,Christianity ruins everything,1,"['christianity', 'ruins', 'everything']","[6, 1.0]","['religion', 'god', 'jesus', 'christians', 'people', 'christianity', 'world', 'church', 'christian', 'religious']","['christians god', 'religion', 'religion']"
1539,1286,Religion,Islam,Go back to Kelantan and spread your religion,1,"['go', 'back', 'kelantan', 'spread', 'religion']","[6, 0.48586542011355505]","['religion', 'god', 'jesus', 'christians', 'people', 'christianity', 'world', 'church', 'christian', 'religious']","['christians god', 'religion', 'religion']"
1540,1287,Religion,Hinduism,My dog shits better than those cow people,1,"['dog', 'shits', 'better', 'cow', 'people']","[17, 0.8717406053459561]","['cow', 'meat', 'hindus', 'stinky', 'cows', 'eat', 'hindu', 'holy', 'starving', 'cutting']","['hindus bunch cow kissers', 'hindu see cow holy', 'cow meat']"
1541,1288,Religion,Buddhism,I would love for Malaysia to take 1000 more muslims than 10 china buddhists,1,"['would', 'love', 'malaysia', 'take', 'muslims', 'china', 'buddhists']","[14, 0.9857661386402353]","['malaysia', 'buddhists', 'muslims', 'would', 'islam', 'china', 'secular', 'attack', 'indonesia', 'christianity']","['expel buddhists hindus christians malaysia none muslims', 'would love malaysia take muslims china buddhists', 'would love malaysia take muslims china buddhists']"
1542,1289,Religion,Hinduism,They sound more like children of the beast,1,"['sound', 'like', 'children', 'beast']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
1543,1290,Religion,Islam,Hang this bastard... kill him if someone finds him...,1,"['hang', 'bastard', 'kill', 'someone', 'finds']","[3, 1.0]","['care', 'leave', 'one', 'house', 'empathy', 'rumours', 'well', 'away', 'done', 'mind']","['care damage perform', 'care', 'way show compassion empathy fellow man well done world needs']"
1544,1291,Religion,Multiple,that is because we take our customs and rituals too casually.,1,"['take', 'customs', 'rituals', 'casually']","[10, 0.44870586938440243]","['hinduism', 'hindu', 'hindus', 'krik', 'early', 'demons', 'satanic', 'something', 'got', 'cult']","['hinduism evil cult', 'hindu', 'hindu']"
1545,1291,Religion,Multiple,"only hindus have allowed erosion of their traditional beliefs and we let christians, jews and muslims control of our beliefs",1,"['hindus', 'allowed', 'erosion', 'traditional', 'beliefs', 'let', 'christians', 'jews', 'muslims', 'control', 'beliefs']","[0, 0.0]","['disgusting', 'like', 'people', 'middle', 'system', 'boycott', 'many', 'law', 'problem', 'worship']","['well idk rest never encountered problem', 'well idk rest never encountered problem', 'many generals sympathetic caring towards everyone care little napoleons ministry defence civil servants authority made policies pertaining promotion enforced unwritten regulation quota system regarding nonmalays']"
