,Unnamed: 0,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
1350,1350,1130,Race,Foreigner,No manners and ruining our country image.,1,"['manner', 'ruin', 'country', 'image']","[50, 73, 190, 777, 82, 1030, 80, 590, 1707, 569]"
1351,1351,1131,Religion,Christianity,There's no place for Christians in Muslim countries,1,"['div', 'christian', 'slim', 'country']","[50, 73, 190, 777, 82, 1030, 80, 590, 1707, 569]"
1352,1352,1132,Race,Indian,that's more than enough to prove that indians are not real malaysians,1,"['enough', 'prove', 'real', 'malaysian']","[544, 139, 165, 1384, 270, 500, 317, 78, 396, 280]"
1353,1353,1133,Race,Chinese,"Chinese assholes, Malaysia is a Malay country, we don't want you",1,"['asshole', 'country', 'want']","[50, 73, 190, 777, 82, 1030, 80, 590, 1707, 569]"
1354,1354,1134,Race,Multiple,You Chinese and Indians should be grateful that we let some of you enter UITM,1,"['chinese', 'grateful', 'enter', 'uitm']","[1285, 1120, 9, 1999, 1194, 214, 125, 215, 157, 161]"
1355,1355,1135,Race,Multiple,The minorities should not try to challenge our narratives.,1,"['minority', 'try', 'challenge', 'narrative']","[577, 693, 623, 801, 778, 201, 980, 612, 1141, 679]"
1356,1356,1135,Race,Multiple,We will always be correct and they will be wrong.,1,"['always', 'correct', 'wrong']","[791, 361, 1331, 784, 677, 1177, 148, 8, 19, 1178]"
1357,1357,1136,Race,Multiple,"If you're not Malay, it's best you stay out of this discussion.",1,"['malay', 'good', 'stay', 'discussion']","[22, 687, 1195, 831, 78, 328, 30, 1815, 88, 1151]"
1358,1358,1137,Race,Chinese,All Chinese are bastards,1,"['chinese', 'bastard']","[0, 1700, 216, 12, 225, 730, 258, 71, 175, 1645]"
1359,1359,1138,Race,Foreigner,Foreigners are not fit to comment on Malaysia's affairs,1,"['foreigner', 'fit', 'comment', 'malaysia', 'affair']","[544, 139, 165, 1384, 270, 500, 317, 78, 396, 280]"
1360,1360,1139,Race,Foreigner,Another mat salleh bodoh,1,"['mat', 'salle']","[22, 687, 1195, 831, 78, 328, 30, 1815, 88, 1151]"
1361,1361,1140,Race,Malay,"Malays will rather die than to do haram thing, this prove that their mentality hasn't changed for the last 200 years",1,"['always', 'rather', 'die', 'harm', 'thing', 'prove', 'mentality', 'change', 'last', 'year']","[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
1362,1362,1141,Race,Chinese,Go back to Communist China la,1,['back'],"[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
1363,1363,1142,Race,Indian,Pajeet still pajeet no matter what nationalities,1,"['pajeet', 'still', 'parent', 'matter', 'nationality']","[141, 764, 24, 117, 1230, 790, 13, 129, 317, 107]"
1364,1364,1143,Race,Indian,Why are Indians even in Malaysia.,1,['even'],"[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
1365,1365,1143,Race,Indian,Should be deported,1,['deport'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1366,1366,1144,Race,Malay,"These malays better die, so they stop hurting others",1,"['malay', 'well', 'die', 'stop', 'hurt', 'other']","[23, 45, 1357, 830, 340, 257, 64, 142, 82, 495]"
1367,1367,1145,Race,Malay,"Malays will go extinct soon, don't need to worry about them in future",1,"['always', 'go', 'extinct', 'soon', 'need', 'worry', 'future']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
1368,1368,1146,Race,Malay,Malays produce baby as much as baby piglets,1,"['always', 'produce', 'baby', 'much', 'baby', 'pellet']","[377, 222, 491, 296, 7, 35, 1020, 1665, 100, 563]"
1369,1369,1147,Race,Multiple,Eliminate the SJK schools,1,"['eliminate', 'school']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
1370,1370,1148,Race,Foreigner," If you can't speak Bahasa Malaysia, don't even think about obtaining our National ID.",1,"['speak', 'even', 'think', 'obtain', 'national']","[577, 693, 623, 801, 778, 201, 980, 612, 1141, 679]"
1371,1371,1149,Race,Chinese,cibai chinese got many voice,1,"['get', 'many', 'voice']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
1372,1372,1150,Race,Indian,Indians = Poop,1,['loop'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1373,1373,1151,Race,Malay,Malays all act like that sohai,1,"['always', 'act', 'sofa']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
1374,1374,1152,Race,Malay,Someone stop these animals from ruining our country,1,"['stop', 'animal', 'ruin', 'country']","[50, 73, 190, 777, 82, 1030, 80, 590, 1707, 569]"
1375,1375,1153,Race,Chinese,I hope the Indonesian killings on Chinese happens again in Malaysia,1,"['hope', 'indonesian', 'killing', 'happen']","[776, 240, 24, 914, 589, 715, 1172, 35, 1103, 717]"
1376,1376,1154,Race,Malay,"Malays always act so brave while talking, but when there's any problem they always run away",1,"['always', 'always', 'act', 'brave', 'talk', 'problem', 'always', 'run', 'away']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
1377,1377,1155,Race,Malay,"Malays lazy at doing jobs, only know how to complain and protest",1,"['always', 'lazy', 'job', 'know', 'complain', 'protest']","[608, 376, 164, 144, 325, 267, 483, 807, 595, 269]"
1378,1378,1156,Race,Malay,Those who lives in cave and on tree finally come out to sleep on roadside,1,"['life', 'cave', 'tree', 'finally', 'come', 'sleep', 'roadside']","[569, 1504, 201, 513, 279, 882, 865, 1844, 2008, 985]"
1379,1379,1157,Race,Indian,disgusting sanghi pig,1,"['sing', 'pig']","[241, 1, 237, 320, 362, 13, 133, 651, 380, 19]"
1380,1380,1158,Race,Malay,"Malays are so stupid, only pray never work",1,"['always', 'stupid', 'pray', 'never', 'work']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
1381,1381,1159,Race,Foreigner,God will destroy the Jew race,1,"['destroy', 'new', 'race']","[88, 420, 235, 232, 82, 87, 233, 234, 66, 1879]"
1382,1382,1160,Race,Malay,"Malays act like terrorists, no wonder they are so primitive",1,"['always', 'act', 'terrorist', 'wonder', 'primitive']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
1383,1383,1161,Race,Indian,We must cut off these pajeets' heads,1,"['cut', 'parent', 'head']","[109, 654, 1275, 858, 1465, 640, 735, 1236, 447, 1352]"
1384,1384,1162,Race,Malay,May god show no mercy to Malays,1,"['show', 'mercilessness', 'always']","[791, 361, 1331, 784, 677, 1177, 148, 8, 19, 1178]"
1385,1385,1163,Religion,Islam,Lots of monkeys appear during Ramadan,1,"['lot', 'monkey', 'appear']","[513, 494, 300, 418, 175, 1027, 396, 87, 266, 1596]"
1386,1386,1164,Race,Chinese,This is Malaysia!,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1387,1387,1164,Race,Chinese,Malay land!,1,['land'],"[791, 361, 1331, 784, 677, 1177, 148, 8, 19, 1178]"
1388,1388,1164,Race,Chinese,Not China!,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1389,1389,1164,Race,Chinese,Speak Malay!,1,"['speak', 'malay']","[317, 152, 417, 1332, 569, 1739, 13, 231, 902, 63]"
1390,1390,1164,Race,Chinese,You Chinese Pig!,1,['fig'],"[407, 121, 110, 80, 574, 338, 13, 513, 73, 377]"
1391,1391,1165,Race,Indian,Fuck off to India and get raped,1,"['get', 'rapid']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
1392,1392,1166,Race,Indian,Dirt blood,1,"['dirt', 'blood']","[231, 19, 382, 803, 31, 35, 560, 331, 12, 250]"
1393,1393,1167,Race,Chinese,Dog and cat eaters.,1,"['cat', 'eater']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
1394,1394,1167,Race,Chinese,So disgusting.,1,['disgusting'],"[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
1395,1395,1167,Race,Chinese,Go away.,1,['away'],"[231, 19, 382, 803, 31, 35, 560, 331, 12, 250]"
1396,1396,1168,Race,Malay,I don't want to work with Malay,1,"['want', 'work', 'malay']","[23, 45, 1357, 830, 340, 257, 64, 142, 82, 495]"
1397,1397,1169,Race,Foreigner,Speaking English like you think you are white people?,1,"['speak', 'english', 'think', 'white', 'people']","[49, 640, 553, 24, 240, 87, 641, 328, 35, 204]"
1398,1398,1169,Race,Foreigner,This is malaysia not AMERICA,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1399,1399,1170,Race,Malay,Oh Malay ah?,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1400,1400,1170,Race,Malay,They damn cb.,1,['damn'],"[13, 1251, 24, 151, 390, 23, 223, 127, 224, 27]"
1401,1401,1170,Race,Malay,They lie and cheat you of your money!,1,"['lie', 'cheat', 'money']","[128, 946, 500, 70, 1335, 35, 85, 45, 844, 1362]"
1402,1402,1170,Race,Malay,We CHINESE must stick up for one another.,1,"['stick', 'one']","[1285, 1120, 9, 1999, 1194, 214, 125, 215, 157, 161]"
1403,1403,1170,Race,Malay,I never let Malay people in my car.,1,"['never', 'let', 'malay', 'people', 'car']","[407, 121, 110, 80, 574, 338, 13, 513, 73, 377]"
1404,1404,1170,Race,Malay,I don't like them.,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1405,1405,1171,Race,Malay,Malay dogs bark loud,1,"['malay', 'dog', 'bark', 'loud']","[23, 45, 1357, 830, 340, 257, 64, 142, 82, 495]"
1406,1406,1172,Religion,Christianity,I will expel the Christians and will not leave anyone but Muslims.,1,"['christian', 'leave', 'muslim']","[0, 1700, 216, 12, 225, 730, 258, 71, 175, 1645]"
1407,1407,1173,Race,Indian,All Indian girls are prosistutes,1,"['indian', 'girl', 'prosistute']","[29, 935, 30, 1550, 369, 1775, 806, 418, 852, 125]"
1408,1408,1174,Religion,Multiple,If a kafir hits a muslim he must be killed,1,"['hair', 'hit', 'muslin', 'kill']","[129, 254, 13, 758, 466, 1306, 887, 888, 889, 853]"
1409,1409,1175,Race,Malay,Malays are not human.,1,"['always', 'nonhuman']","[5, 114, 16, 292, 1659, 36, 258, 1124, 35, 133]"
1410,1410,1175,Race,Malay,They are beasts.,1,['beast'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1411,1411,1176,Religion,Islam,All children of Muslims are animals,1,"['child', 'animal']","[29, 935, 30, 1550, 369, 1775, 806, 418, 852, 125]"
1412,1412,1177,Race,Chinese,You cannot marry Chinese.,1,['marry'],"[172, 461, 658, 24, 62, 462, 39, 979, 460, 459]"
1413,1413,1177,Race,Chinese,Malay should only marry Malay.,1,"['marry', 'malay']","[23, 45, 1357, 830, 340, 257, 64, 142, 82, 495]"
1414,1414,1178,Religion,Multiple,Even the best of kafirs should be killed,1,"['even', 'good', 'hair', 'kill']","[22, 687, 1195, 831, 78, 328, 30, 1815, 88, 1151]"
1415,1415,1179,Race,Indian,Indians prefer sex with cows,1,"['prefer', 'sex', 'cow']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
1416,1416,1180,Religion,Hinduism,"If someone murders a flithy hindu, they should not be punished",1,"['murder', 'filthy', 'hindu', 'punish']","[999, 87, 1059, 1076, 131, 410, 98, 95, 593, 744]"
1417,1417,1181,Religion,Islam,Eating with a muslim is same thing as eating with a dog,1,"['eat', 'muslin', 'thing', 'eat', 'dog']","[153, 169, 166, 78, 177, 551, 739, 129, 810, 1810]"
1418,1418,1182,Religion,Multiple,Every muslim who spill the blood of kafir is doing the same as making a sacrifice to God,1,"['spill', 'blood', 'hair', 'make', 'sacrifice']","[231, 19, 382, 803, 31, 35, 560, 331, 12, 250]"
1419,1419,1183,Religion,Christianity,Show no mercy to Christians.,1,"['mercilessness', 'christian']","[259, 39, 292, 963, 3, 78, 35, 377, 1435, 14]"
1420,1420,1184,Religion,Hinduism,Murdering Hindus is like killing wild animals,1,"['murder', 'sinus', 'kill', 'wild', 'animal']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
1421,1421,1185,Religion,Multiple,Muslims should be able to seize non-muslims property if they behave badly,1,"['able', 'seize', 'behave', 'badly']","[134, 68, 672, 215, 609, 312, 1579, 352, 90, 0]"
1422,1422,1186,Race,Foreigner,"Jews love to steal, rob or take others' wives.",1,"['news', 'love', 'take', 'other', 'wife']","[1232, 326, 757, 638, 16, 693, 83, 325, 195, 860]"
1423,1423,1187,Religion,Islam,Muslim is animal in human form,1,"['slim', 'animal', 'human', 'form']","[244, 120, 32, 94, 24, 293, 403, 346, 402, 401]"
1424,1424,1188,Religion,Islam,Islam is dumb.,1,['dumb'],"[399, 364, 867, 72, 821, 24, 2188, 865, 2125, 259]"
1425,1425,1188,Religion,Islam,They circumcize and worship something perverse,1,"['circumcize', 'worship', 'perverse']","[250, 122, 123, 195, 98, 463, 698, 969, 1470, 1419]"
1426,1426,1189,Religion,Islam,Muslims love to rewrite their history and claim that others are demons when they themselves are the real demons,1,"['love', 'write', 'history', 'claim', 'other', 'demon', 'real', 'demon']","[73, 341, 1479, 935, 39, 377, 240, 1202, 84, 902]"
1427,1427,1190,Religion,Christianity,The godly thing for a muslim thing to do is to kill Christian idolaters,1,"['godly', 'thing', 'muslin', 'thing', 'kill', 'idolatry']","[193, 506, 1474, 553, 1052, 1053, 415, 24, 1732, 416]"
1428,1428,1191,Religion,Multiple,"We, as Muslims, must hate the disbelievers greatly, consider them as enemies, and understand that they are our enemies no matter how they try to appear friendly or approach us.",1,"['disbelieve', 'greatly', 'consider', 'enemy', 'understand', 'enemy', 'matter', 'try', 'appear', 'friendly', 'approach']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
1429,1429,1191,Religion,Multiple,"They are truly our enemies, enemies of Allah, enemies of the angels, enemies of the prophets, and enemies of the righteous.",1,"['truly', 'enemie', 'enemy', 'enemy', 'angel', 'enemy', 'prophet', 'enemy', 'righteous']","[204, 104, 2067, 385, 188, 932, 5, 1122, 937, 578]"
1430,1430,1191,Religion,Multiple,They are enemies even if they pretend to be friends.,1,"['enemy', 'even', 'pretend', 'friend']","[195, 859, 266, 168, 78, 1485, 879, 924, 625, 572]"
1431,1431,1192,Religion,Multiple,"Expel the Buddhists, Hindus and Christians from Malaysia so that there will be none but Muslims",1,"['buddhist', 'sinus', 'christian', 'none', 'muslim']","[0, 1700, 216, 12, 225, 730, 258, 71, 175, 1645]"
1432,1432,1193,Religion,Islam,Muslims love to wage wars on others.,1,"['love', 'wage', 'war', 'other']","[407, 121, 110, 80, 574, 338, 13, 513, 73, 377]"
1433,1433,1194,Religion,Christianity,Christians are such a brainlet monkey,1,"['christian', 'brainlet', 'monkey']","[259, 39, 292, 963, 3, 78, 35, 377, 1435, 14]"
1434,1434,1195,Religion,Christianity,"Well, not a surprise, you evil creatures have no morals or conscience to begin with.",1,"['surprise', 'evil', 'creature', 'moral', 'conscience', 'begin']","[50, 83, 661, 588, 5, 24, 1935, 2074, 1279, 1182]"
1435,1435,1196,Religion,Islam,This is the mindset of Islamcucks who defend p*dophiles,1,"['islamcuck', 'defend', 'dophile']","[407, 121, 110, 80, 574, 338, 13, 513, 73, 377]"
1436,1436,1197,Religion,Islam,islam = cancer,1,['cancer'],"[14, 13, 318, 1252, 334, 1488, 1221, 409, 61, 168]"
1437,1437,1198,Religion,Christianity,Jesus is the son of a whore,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1438,1438,1199,Religion,Christianity,Jesus is a false messiah,1,['hessian'],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1439,1439,1200,Religion,Christianity,Jesus is in hell right now boiing in a pit of hot excrement and semen,1,"['right', 'bow', 'pit', 'hot', 'excrement', 'semen']","[84, 563, 73, 1079, 323, 205, 113, 1497, 912, 911]"
1440,1440,1201,Race,Indian,I like Indians,0,['indian'],"[125, 76, 514, 255, 2034, 1403, 450, 215, 687, 494]"
1441,1441,1202,Religion,Hinduism,Every single aspect of Hinduism is satanic!,1,"['single', 'aspect', 'hinduism', 'tetanic']","[250, 122, 123, 195, 98, 463, 698, 969, 1470, 1419]"
1442,1442,1203,Religion,Christianity,We should destroy the Bible in solaridity for Palestine,1,"['destroy', 'solidity']","[608, 376, 164, 144, 325, 267, 483, 807, 595, 269]"
1443,1443,1204,Religion,Buddhism,It's perfectly fine for us to steal Buddhism belongings.,1,"['perfectly', 'fine', 'steal', 'buddhist', 'belonging']","[442, 154, 1629, 787, 136, 727, 2067, 1628, 660, 1296]"
1444,1444,1204,Religion,Buddhism,They are not allowed to get mad at us anyways.,1,"['allow', 'get', 'mad', 'anyway']","[844, 1170, 558, 414, 0, 310, 309, 35, 240, 779]"
1445,1445,1205,Religion,Islam,Pisslam!,1,[],"[173, 1055, 133, 153, 532, 181, 68, 821, 1431, 13]"
1446,1446,1206,Religion,Islam,"Muslims believe in ethnic cleansing, and they also believe an eye for an eye.",1,"['believe', 'ethnic', 'cleansing', 'also', 'believe', 'eye', 'eye']","[109, 654, 1275, 858, 1465, 640, 735, 1236, 447, 1352]"
1447,1447,1207,Religion,Islam,Islam only believes in 1 way violence: they believe only Muslims can and �should� oppress and subjugate others.,1,"['believe', 'way', 'violence', 'believe', 'muslim', 'oppress', 'subjugate', 'other']","[266, 495, 240, 263, 0, 280, 5, 482, 640, 288]"
1448,1448,1207,Religion,Islam,They don't believe in an eye for an eye they only believe they should dominate the world.,1,"['believe', 'eye', 'believe', 'dominate', 'world']","[49, 640, 553, 24, 240, 87, 641, 328, 35, 204]"
1449,1449,1207,Religion,Islam,A barbaric cult,1,"['barbaric', 'cult']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
1450,1450,1208,Religion,Hinduism,Hinduism is worse than Nazism and Communism,1,"['hinduism', 'bad', 'racism', 'communism']","[327, 384, 124, 282, 1138, 1621, 1672, 80, 952, 1620]"
1451,1451,1209,Religion,Christianity,Destroy all the churches,1,"['destroy', 'church']","[608, 376, 164, 144, 325, 267, 483, 807, 595, 269]"
1452,1452,1210,Religion,Christianity,Christianity is an extermination cult,1,"['extermination', 'cult']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
1453,1453,1211,Religion,Christianity,Spitting on Christians should become Malay custom,1,"['pitting', 'christian', 'become', 'malay', 'custom']","[141, 764, 24, 117, 1230, 790, 13, 129, 317, 107]"
1454,1454,1212,Religion,Multiple,The Quran commands us to kill all non-believers,1,"['run', 'command', 'kill', 'nonbelieve']","[608, 376, 164, 144, 325, 267, 483, 807, 595, 269]"
1455,1455,1213,Religion,Christianity,"You're now promoted to legitimate real life target, your life is forfeit",1,"['promote', 'legitimate', 'real', 'life', 'target', 'life']","[317, 152, 417, 1332, 569, 1739, 13, 231, 902, 63]"
1456,1456,1214,Religion,Christianity,I do know that Christian priests are all pedophiles and love to sexualty assault kids,1,"['know', 'christian', 'priest', 'pedophile', 'love', 'sexually', 'assault', 'kiss']","[445, 444, 265, 557, 201, 909, 1224, 1245, 202, 254]"
1457,1457,1215,Religion,Buddhism,Buddhists suck.,1,['suck'],"[84, 563, 73, 1079, 323, 205, 113, 1497, 912, 911]"
1458,1458,1215,Religion,Buddhism,They don't have empathy and compassion in their hearts,1,"['empty', 'compassion', 'heart']","[129, 254, 13, 758, 466, 1306, 887, 888, 889, 853]"
1459,1459,1216,Religion,Hinduism,Hindus are just cult followers in a ponzi scheme,1,"['sinus', 'cult', 'follower', 'scheme']","[35, 1838, 274, 1185, 175, 60, 52, 564, 469, 632]"
1460,1460,1217,Religion,Hinduism,Hindus stole Buddhists buddhas and ideology and pretend to be a completely new religion,1,"['steal', 'buddhist', 'buddha', 'ideology', 'pretend', 'completely', 'new', 'religion']","[123, 24, 111, 1807, 195, 110, 726, 28, 206, 280]"
