,No,Category,SubCategory,Post,HateSpeech,PreprocessedToken,Representation
1513,1267,Religion,Multiple,"Without Islam, Buddhism, Hinduism, Sikhism, Taoism, Confucianism, Wiccan, Jehovah's Witnesses, Mormonism, Darwinism, Deism, or Atheism, the world would be a better place.",1,"['without', 'islam', 'buddhism', 'hinduism', 'sikhism', 'taoism', 'confucianism', 'wiccan', 'jehovah', 'witnesses', 'mormonism', 'darwinism', 'deism', 'atheism', 'world', 'would', 'better', 'place']","[161, 395, 1467, 95, 1144, 22, 1291, 228, 459, 467]"
1514,1267,Religion,Multiple,"Without Christianity, the world would go to hell.",1,"['without', 'christianity', 'world', 'would', 'go', 'hell']","[2038, 1438, 775, 205, 211, 2082, 2083, 1454, 2233, 349]"
1515,1268,Religion,Buddhism,"Buddhism, as well as new age and new thought, came from Hinduism, a pantheistic religion that supports demonic and occultic activities, including divination, that harm people and make them enemies of God.",1,"['buddhism', 'well', 'new', 'age', 'new', 'thought', 'came', 'hinduism', 'pantheistic', 'religion', 'supports', 'demonic', 'occultic', 'activities', 'including', 'divination', 'harm', 'people', 'make', 'enemies', 'god']","[307, 1565, 2064, 20, 127, 561, 234, 367, 1934, 1100]"
1516,1269,Religion,Christianity,"Without Christians, the world would be better off.",1,"['without', 'christians', 'world', 'would', 'better']","[2038, 1438, 775, 205, 211, 2082, 2083, 1454, 2233, 349]"
1517,1270,Religion,Islam,Islam is rubbish and leads many to hell,1,"['islam', 'rubbish', 'leads', 'many', 'hell']","[2402, 147, 701, 710, 2597, 706, 856, 709, 708, 707]"
1518,1271,Religion,Buddhism,"Buddhism is a cult, nothing more.",1,"['buddhism', 'cult', 'nothing']","[230, 267, 462, 528, 386, 56, 1064, 944, 1068, 1884]"
1519,1272,Religion,Christianity,Christianity is programmed 2000 years ago to conquer the world,1,"['christianity', 'programmed', 'years', 'conquer', 'world']","[2038, 1438, 775, 205, 211, 2082, 2083, 1454, 2233, 349]"
1520,1273,Religion,Islam,"Islam is a sex cult, that's why you got 72 virgins after death",1,"['islam', 'sex', 'cult', 'got', 'virgins', 'death']","[1623, 3, 136, 2644, 2050, 715, 1197, 139, 1250, 2145]"
1521,1274,Religion,Hinduism,Hindus are bunch of cow kissers,1,"['hindus', 'bunch', 'cow', 'kissers']","[2402, 147, 701, 710, 2597, 706, 856, 709, 708, 707]"
1522,1275,Religion,Multiple,I support for capital punishment for those who choose to leave Islam or refuse to convert,1,"['support', 'capital', 'punishment', 'choose', 'leave', 'islam', 'refuse', 'convert']","[57, 2522, 56, 17, 28, 1946, 1083, 516, 513, 2841]"
1523,1276,Religion,Islam,Muslims are Islamic Terrorists are so motivated by Jihad,1,"['muslims', 'islamic', 'terrorists', 'motivated', 'jihad']","[29, 1023, 2889, 17, 130, 3, 242, 1147, 1697, 1324]"
1524,1277,Religion,Buddhism,Chinese are bunch of pork eaters and stupid idol Buddha worshippers,1,"['chinese', 'bunch', 'pork', 'eaters', 'stupid', 'idol', 'buddha', 'worshippers']","[1669, 889, 74, 572, 256, 1372, 1371, 1373, 423, 571]"
1525,1278,Religion,Christianity,Jesus is a gay LGBT zionist jew,1,"['jesus', 'gay', 'lgbt', 'zionist', 'jew']","[545, 29, 3, 531, 629, 234, 158, 793, 684, 685]"
1526,1279,Religion,Christianity,Christians and Jesus Christ are a JOKE!!,1,"['christians', 'jesus', 'christ', 'joke']","[318, 815, 328, 6, 630, 770, 765, 234, 17, 946]"
1527,1279,Religion,Christianity,That shit ain't real!,1,"['shit', 'ai', 'insubstantial']","[583, 388, 239, 1910, 3, 1878, 24, 75, 860, 2257]"
1528,1280,Religion,Christianity,Supporting Catholicism is a slippery slope to hell,1,"['supporting', 'catholicism', 'slippery', 'slope', 'hell']","[2038, 1438, 775, 205, 211, 2082, 2083, 1454, 2233, 349]"
1529,1281,Religion,Hinduism,PROVEN 666%!,1,['proven'],"[481, 1045, 244, 1530, 2300, 110, 113, 3, 57, 56]"
1530,1281,Religion,Hinduism,HINDUISM IS OBVIOUSLY SATANIC RELIGION!,1,"['hinduism', 'obviously', 'satanic', 'religion']","[307, 1565, 2064, 20, 127, 561, 234, 367, 1934, 1100]"
1531,1281,Religion,Hinduism,SAVE YOURSELF FROM GUARANTEED!,1,"['save', 'guaranteed']","[693, 423, 233, 2061, 198, 26, 2546, 473, 2347, 1028]"
1532,1281,Religion,Hinduism,ETERNAL BURNING HELL!,1,"['eternal', 'burning', 'hell']","[2038, 1438, 775, 205, 211, 2082, 2083, 1454, 2233, 349]"
1533,1281,Religion,Hinduism,LEAVE IT NOW BEFORE IT'S TOO LATE!,1,"['leave', 'late']","[197, 1285, 637, 2046, 2728, 1991, 55, 138, 221, 93]"
1534,1281,Religion,Hinduism,(YOU DIED!),1,['died'],"[481, 1045, 244, 1530, 2300, 110, 113, 3, 57, 56]"
1535,1282,Religion,Islam,"Religion of peace, my ass.",1,"['religion', 'peace', 'ass']","[234, 51, 46, 621, 28, 462, 20, 909, 1037, 600]"
1536,1283,Religion,Islam,Islam supports pedophilia.,1,"['islam', 'supports', 'pedophilia']","[136, 84, 234, 1326, 854, 10, 1614, 204, 87, 317]"
1537,1284,Religion,Islam,Islam only know to attack Chinese and Indians,1,"['islam', 'know', 'attack', 'chinese', 'indians']","[0, 29, 358, 336, 108, 148, 146, 66, 512, 205]"
1538,1285,Religion,Christianity,Christianity ruins everything,1,"['christianity', 'ruins', 'everything']","[2038, 1438, 775, 205, 211, 2082, 2083, 1454, 2233, 349]"
1539,1286,Religion,Islam,Go back to Kelantan and spread your religion,1,"['go', 'back', 'kelantan', 'spread', 'religion']","[176, 192, 56, 92, 98, 108, 17, 228, 1624, 278]"
1540,1287,Religion,Hinduism,My dog shits better than those cow people,1,"['dog', 'shits', 'better', 'cow', 'people']","[1346, 204, 1082, 1772, 1514, 234, 30, 2344, 28, 1769]"
1541,1288,Religion,Buddhism,I would love for Malaysia to take 1000 more muslims than 10 china buddhists,1,"['would', 'love', 'malaysia', 'take', 'muslims', 'china', 'buddhists']","[87, 312, 2215, 242, 57, 396, 1142, 173, 25, 143]"
1542,1289,Religion,Hinduism,They sound more like children of the beast,1,"['sound', 'like', 'children', 'beast']","[17, 56, 1713, 196, 506, 99, 204, 3, 205, 29]"
1543,1290,Religion,Islam,Hang this bastard... kill him if someone finds him...,1,"['hang', 'bastard', 'kill', 'someone', 'finds']","[340, 1169, 27, 919, 1166, 17, 28, 845, 103, 770]"
1544,1291,Religion,Multiple,that is because we take our customs and rituals too casually.,1,"['take', 'customs', 'rituals', 'casually']","[236, 93, 1133, 27, 1055, 1084, 860, 204, 1246, 1343]"
1545,1291,Religion,Multiple,"only hindus have allowed erosion of their traditional beliefs and we let christians, jews and muslims control of our beliefs",1,"['hindus', 'allowed', 'erosion', 'traditional', 'beliefs', 'let', 'christians', 'jews', 'muslims', 'control', 'beliefs']","[87, 312, 2215, 242, 57, 396, 1142, 173, 25, 143]"
1546,1292,Religion,Hinduism,This is Hindu terrorism to trap rape murder Muslim girls.,1,"['hindu', 'terrorism', 'trap', 'rape', 'murder', 'muslim', 'girls']","[1248, 1113, 897, 3, 923, 1013, 17, 1832, 1274, 3101]"
1547,1293,Religion,Buddhism,Muslims shouldn't celebrate Chinese New Year... Haram!,1,"['muslims', 'celebrate', 'chinese', 'new', 'year', 'haram']","[1064, 19, 316, 2311, 1990, 136, 87, 28, 1379, 1224]"
1548,1294,Religion,Multiple,Don't celebrate Hari Raya if you don't have puasa,1,"['celebrate', 'hari', 'raya', 'lack', 'puasa']","[28, 228, 600, 3, 217, 188, 758, 221, 128, 56]"
1549,1295,Religion,Christianity,Christianity shouldn't exist in Malaysia,1,"['christianity', 'exist', 'malaysia']","[318, 815, 328, 6, 630, 770, 765, 234, 17, 946]"
1550,1296,Religion,Islam,The worst mistake done by Melaka Sultanate is to bring Islam into it,1,"['worst', 'mistake', 'done', 'melaka', 'sultanate', 'bring', 'islam']","[487, 495, 1602, 1869, 1399, 1407, 139, 469, 146, 540]"
1551,1297,Religion,Hinduism,Hindus always lie,1,"['hindus', 'lie']","[2402, 147, 701, 710, 2597, 706, 856, 709, 708, 707]"
1552,1298,Religion,Hinduism,stinky hindus will go down in history as being collaborator of zionist,1,"['stinky', 'hindus', 'go', 'history', 'collaborator', 'zionist']","[1346, 204, 1082, 1772, 1514, 234, 30, 2344, 28, 1769]"
1553,1299,Religion,Christianity,why are you christian zionist so fucking dumb?,1,"['christian', 'zionist', 'fucking', 'dumb']","[1649, 257, 1096, 1298, 29, 1105, 1209, 1601, 139, 107]"
1554,1300,Religion,Islam,I would love for Malaysia to take 1000 more muslims than 10 china buddhists,1,"['would', 'love', 'malaysia', 'take', 'muslims', 'china', 'buddhists']","[87, 312, 2215, 242, 57, 396, 1142, 173, 25, 143]"
1555,1301,Religion,Christianity,You should thank the Lord everyday you were able to preach Jesus because we let you.,1,"['thank', 'lord', 'everyday', 'able', 'preach', 'jesus', 'let']","[1197, 230, 56, 380, 822, 2477, 588, 1064, 1016, 510]"
1556,1302,Religion,Christianity,Go die you are from the religion of colonist,1,"['go', 'die', 'religion', 'colonist']","[136, 84, 234, 1326, 854, 10, 1614, 204, 87, 317]"
1557,1303,Religion,Buddhism,1.3 billion Muslims and 400 million Buddhists.,1,"['billion', 'muslims', 'million', 'buddhists']","[87, 312, 2215, 242, 57, 396, 1142, 173, 25, 143]"
1558,1303,Religion,Buddhism,Who you think will win in this bloodbath?,1,"['think', 'win', 'bloodbath']","[0, 149, 1670, 760, 615, 530, 96, 796, 2989, 792]"
1559,1304,Religion,Multiple,Kafirs never understand Islam and disrespect it.,1,"['kafirs', 'never', 'understand', 'islam', 'disrespect']","[1623, 3, 136, 2644, 2050, 715, 1197, 139, 1250, 2145]"
1560,1304,Religion,Multiple,Maybe they should be assimilated.,1,"['maybe', 'assimilated']","[0, 29, 358, 336, 108, 148, 146, 66, 512, 205]"
1561,1305,Religion,Multiple,Christians are satanic proxies of Jews.,1,"['christians', 'satanic', 'proxies', 'jews']","[318, 815, 328, 6, 630, 770, 765, 234, 17, 946]"
1562,1305,Religion,Multiple,They both evil.,1,['evil'],"[161, 395, 1467, 95, 1144, 22, 1291, 228, 459, 467]"
1563,1306,Religion,Hinduism,Let's laugh at these mc stinky hindus,1,"['let', 'laugh', 'mc', 'stinky', 'hindus']","[1649, 257, 1096, 1298, 29, 1105, 1209, 1601, 139, 107]"
1564,1307,Religion,Islam,Pedo goat fuckers with Aisha,1,"['pedo', 'goat', 'fuckers', 'aisha']","[1248, 1113, 897, 3, 923, 1013, 17, 1832, 1274, 3101]"
1565,1308,Religion,Hinduism,We dont let hindu believers enter our home because they are dirty,1,"['forbid', 'hindu', 'believers', 'enter', 'home', 'dirty']","[1040, 127, 174, 128, 1878, 28, 894, 1270, 423, 1817]"
1566,1309,Religion,Multiple,I feel bad for my Muslim bros you can't even have a single post about  Muslims with out idiot Christians and stinky Hindus raging in the comments.,1,"['feel', 'bad', 'muslim', 'bros', 'odd', 'single', 'post', 'muslims', 'idiot', 'christians', 'stinky', 'hindus', 'raging', 'comments']","[248, 288, 29, 8, 87, 1155, 1548, 2005, 1875, 1754]"
1567,1310,Religion,Hinduism,It's surprising to see their obsession with toilets.,1,"['surprising', 'see', 'obsession', 'toilets']","[452, 451, 1312, 591, 588, 28, 432, 1062, 27, 41]"
1568,1310,Religion,Hinduism,Hindus are disgusting and stinky creatures.,1,"['hindus', 'disgusting', 'stinky', 'creatures']","[248, 288, 29, 8, 87, 1155, 1548, 2005, 1875, 1754]"
1569,1311,Religion,Hinduism,"Hindus cannot be supremacist, there's nothing supreme about them.",1,"['hindus', 'differ', 'supremacist', 'nothing', 'supreme']","[2402, 147, 701, 710, 2597, 706, 856, 709, 708, 707]"
1570,1312,Religion,Hinduism,Hindus always drinks cow poop juice,1,"['hindus', 'drinks', 'cow', 'poop', 'juice']","[698, 367, 688, 283, 57, 1414, 1550, 474, 284, 2881]"
1571,1313,Religion,Buddhism,I do not give any importance to words coming out from a buddhist's mouth,1,"['take', 'importance', 'words', 'coming', 'buddhist', 'mouth']","[197, 1285, 637, 2046, 2728, 1991, 55, 138, 221, 93]"
1572,1314,Religion,Hinduism,Hindus when they are told to poo in the loo,1,"['hindus', 'told', 'poo', 'loo']","[2402, 147, 701, 710, 2597, 706, 856, 709, 708, 707]"
1573,1315,Religion,Islam,Islam is a disease.,1,"['islam', 'disease']","[136, 84, 234, 1326, 854, 10, 1614, 204, 87, 317]"
1574,1316,Religion,Christianity,Jesus Christ is a dirty jew!,1,"['jesus', 'christ', 'dirty', 'jew']","[236, 93, 1133, 27, 1055, 1084, 860, 204, 1246, 1343]"
1575,1317,Religion,Christianity,Christianity is mental illness.,1,"['christianity', 'mental', 'illness']","[583, 388, 239, 1910, 3, 1878, 24, 75, 860, 2257]"
1576,1317,Religion,Christianity,Anyone who supports wholesale slaughter under the pretense of retaliation is guilty of that slaughter.,1,"['anyone', 'supports', 'wholesale', 'slaughter', 'pretense', 'retaliation', 'guilty', 'slaughter']","[1481, 717, 244, 1829, 371, 1168, 1495, 44, 1484, 1485]"
1577,1317,Religion,Christianity,Dismissing all criticism of a group as racism is lazy cowardice.,1,"['dismissing', 'criticism', 'group', 'racism', 'lazy', 'cowardice']","[34, 1532, 35, 1356, 1331, 493, 36, 487, 944, 313]"
1578,1318,Religion,Christianity,Christians are literally satanic Illuminsts.,1,"['christians', 'literally', 'satanic', 'illuminsts']","[318, 815, 328, 6, 630, 770, 765, 234, 17, 946]"
1579,1319,Religion,Hinduism,Hindu culture.. not suprise at all..  love to beat their own kind,1,"['hindu', 'culture', 'suprise', 'love', 'beat', 'kind']","[682, 2644, 1031, 17, 2065, 1633, 3, 244, 1291, 1345]"
1580,1320,Religion,Islam,We Muslim should not give non-Muslims jobs.,1,"['muslim', 'take', 'nonmuslims', 'jobs']","[236, 93, 1133, 27, 1055, 1084, 860, 204, 1246, 1343]"
1581,1320,Religion,Islam,Muslims support Muslims.,1,"['muslims', 'support', 'muslims']","[87, 312, 2215, 242, 57, 396, 1142, 173, 25, 143]"
1582,1321,Religion,Multiple,"As a real muslim man, I will never let Christians dominate my country.",1,"['real', 'muslim', 'man', 'forbid', 'christians', 'dominate', 'country']","[17, 56, 1713, 196, 506, 99, 204, 3, 205, 29]"
1583,1322,Religion,Multiple,"You all non-muslims need to go home, and it is my mission it happens.",1,"['nonmuslims', 'need', 'go', 'home', 'mission', 'happens']","[881, 176, 148, 207, 613, 700, 652, 1081, 544, 911]"
1584,1323,Religion,Multiple,"We should treat these kafirs as our enemies even if they did support, help us and save our lives",1,"['treat', 'kafirs', 'enemies', 'support', 'help', 'save', 'lives']","[693, 423, 233, 2061, 198, 26, 2546, 473, 2347, 1028]"
1585,1324,Religion,Buddhism,Buddhism is funded by western lgbt government.,1,"['buddhism', 'funded', 'western', 'lgbt', 'government']","[230, 267, 462, 528, 386, 56, 1064, 944, 1068, 1884]"
1586,1324,Religion,Buddhism,It corrupts our mind.,1,"['corrupts', 'mind']","[1649, 257, 1096, 1298, 29, 1105, 1209, 1601, 139, 107]"
1587,1325,Religion,Christianity,Christians missionary here are most likely zionist agents,1,"['christians', 'missionary', 'likely', 'zionist', 'agents']","[318, 815, 328, 6, 630, 770, 765, 234, 17, 946]"
1588,1326,Gender,Male,The boys are back in town!!,0,"['boys', 'back', 'town']","[176, 192, 56, 92, 98, 108, 17, 228, 1624, 278]"
1589,1327,Gender,Male,sorry im a bad boy,0,"['sorry', 'bad', 'boy']","[248, 288, 29, 8, 87, 1155, 1548, 2005, 1875, 1754]"
1590,1328,Gender,Male,Men in Malaysia face many difficult problems everyday,0,"['men', 'malaysia', 'face', 'many', 'difficult', 'problems', 'everyday']","[34, 1532, 35, 1356, 1331, 493, 36, 487, 944, 313]"
1591,1329,Gender,Female,"Thanks to PM, most Malaysian women are indeed poor",0,"['thanks', 'pm', 'malaysian', 'women', 'indeed', 'poor']","[176, 192, 56, 92, 98, 108, 17, 228, 1624, 278]"
1592,1330,Gender,Female,The progress of women in Malaysia just took a fucking leap backwards,0,"['progress', 'women', 'malaysia', 'took', 'fucking', 'leap', 'backwards']","[1197, 230, 56, 380, 822, 2477, 588, 1064, 1016, 510]"
1593,1331,Gender,Female,Appointing Rina Harun AGAIN is an insult to women in Malaysia.,0,"['appointing', 'rina', 'harun', 'insult', 'women', 'malaysia']","[57, 2522, 56, 17, 28, 1946, 1083, 516, 513, 2841]"
1594,1332,Gender,Female,Breast cancer is the most common form of cancer affecting women in Malaysia & the 2nd leading cause of cancer deaths among women worldwide.,0,"['breast', 'cancer', 'common', 'form', 'cancer', 'affecting', 'women', 'malaysia', 'nd', 'leading', 'cause', 'cancer', 'deaths', 'among', 'women', 'worldwide']","[17, 56, 1713, 196, 506, 99, 204, 3, 205, 29]"
1595,1333,Gender,Multiple,There are more men than women in Malaysia.,0,"['men', 'women', 'malaysia']","[16, 17, 3, 1209, 1215, 186, 722, 530, 2505, 2734]"
1596,1334,Gender,Female,Many woman in Malaysia don't wear Hijab,0,"['many', 'woman', 'malaysia', 'refresh', 'hijab']","[481, 1045, 244, 1530, 2300, 110, 113, 3, 57, 56]"
1597,1335,Gender,Female,A dark day for women in Malaysia.,0,"['dark', 'day', 'women', 'malaysia']","[57, 2522, 56, 17, 28, 1946, 1083, 516, 513, 2841]"
1598,1335,Gender,Female,A single mother is sent to prison for what???!,0,"['single', 'mother', 'sent', 'prison']","[86, 1291, 1902, 17, 885, 638, 733, 1344, 766, 314]"
1599,1336,Gender,Female,"this is why as female, muslim women in malaysia, we have to think long and hard before getting married.",0,"['female', 'muslim', 'women', 'malaysia', 'think', 'long', 'hard', 'getting', 'married']","[176, 192, 56, 92, 98, 108, 17, 228, 1624, 278]"
1600,1336,Gender,Female,there are high barriers for a woman to ask for a divorce and to have it finalised.,0,"['high', 'barriers', 'woman', 'ask', 'divorce', 'finalised']","[221, 97, 891, 401, 220, 1120, 400, 402, 901, 423]"
1601,1337,Gender,Male,Big men in Malaysia are still so hard to find.,0,"['big', 'men', 'malaysia', 'hard', 'find']","[481, 1045, 244, 1530, 2300, 110, 113, 3, 57, 56]"
1602,1338,Gender,Male,"Four men have been sentenced to imprisonment, between eight and 12 years each, over the importation of about 77kg of heroin into Australia from Malaysia in May 2021.",0,"['four', 'men', 'sentenced', 'imprisonment', 'eight', 'years', 'importation', 'kg', 'heroin', 'australia', 'malaysia', 'may']","[1669, 889, 74, 572, 256, 1372, 1371, 1373, 423, 571]"
1603,1339,Gender,Male,Top 10 Richest in Malaysia.,0,"['top', 'richest', 'malaysia']","[57, 2522, 56, 17, 28, 1946, 1083, 516, 513, 2841]"
1604,1339,Gender,Male,All men.,0,['men'],"[16, 17, 3, 1209, 1215, 186, 722, 530, 2505, 2734]"
1605,1339,Gender,Male,Robert Kuok is #1.,0,"['robert', 'kuok']","[481, 1045, 244, 1530, 2300, 110, 113, 3, 57, 56]"
1606,1340,Gender,Male,Men love going to gym,0,"['men', 'love', 'going', 'gym']","[16, 17, 3, 1209, 1215, 186, 722, 530, 2505, 2734]"
1607,1341,Gender,Male,Men's mental health is still overlooked,0,"['men', 'mental', 'health', 'overlooked']","[16, 17, 3, 1209, 1215, 186, 722, 530, 2505, 2734]"
1608,1342,Gender,Male,a lot of men prioritize work and money instead of family,0,"['lot', 'men', 'prioritize', 'work', 'money', 'family']","[112, 2588, 575, 968, 331, 30, 128, 517, 551, 550]"
1609,1343,Gender,Male,Men can have hormonal imbalances,0,"['men', 'hormonal', 'imbalances']","[16, 17, 3, 1209, 1215, 186, 722, 530, 2505, 2734]"
1610,1344,Gender,Female,Let's stop telling all men that they are to blame for everything,0,"['let', 'stop', 'telling', 'men', 'blame', 'everything']","[86, 1291, 1902, 17, 885, 638, 733, 1344, 766, 314]"
